bottle,station,cast,niskin,depth,counts,run_time,dic_cell_id,dbs_fname,analysis_datetime,analysis_datenum,salinity,alkalinity_certified,total_phosphate,total_silicate,total_ammonium,crm
SO289-41179,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 14:45:00,19320.614583333332,35.655,,0.3523903727306329,0.6813531306536891,,False
SO289-41203,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 15:01:00,19320.625694444443,34.5792,,2.445252746106701,93.22733691898377,,False
SO289-41118,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 15:17:00,19320.636805555554,34.501,,2.417061827411561,72.6564486584248,,False
SO289-18032022-23-00,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 15:32:00,19320.647222222222,,,,,,False
NUTSLAB05,24,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 15:57:00,19320.664583333335,,,,,,False
CRM-198-1041-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-24 16:13:00,19320.675694444446,33.504,2200.67,0.67,3.8,0.0,True
NUTSLAB01,25,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 08:33:00,19321.35625,,,,,,False
CRM-195-0421-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 08:49:00,19321.36736111111,33.485,2213.51,0.49,3.6,0.0,True
NUTSLAB02,25,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 09:06:00,19321.379166666666,,,,,,False
AE-EXP6-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 09:22:00,19321.390277777777,,,,,,False
AE-HL-E2-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 09:37:00,19321.400694444445,,,,,,False
AE-EXP6-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 09:51:00,19321.410416666666,,,,,,False
AE-HL-E2-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 10:06:00,19321.420833333334,,,,,,False
AE-EXP2-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 10:21:00,19321.43125,,,,,,False
AE-HL-E2-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 10:37:00,19321.442361111112,,,,,,False
AE-EXP6-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 10:51:00,19321.452083333334,,,,,,False
AE-EXP2-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 11:06:00,19321.4625,,,,,,False
AE-HL-E2-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 11:22:00,19321.473611111112,,,,,,False
AE-EXP2-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 11:36:00,19321.483333333334,,,,,,False
NUTSLAB03,24,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 11:56:00,19321.49722222222,,,,,,False
AE-EXP1-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 12:11:00,19321.50763888889,,,,,,False
AE-HL-E1-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 12:27:00,19321.51875,,,,,,False
AE-HL-E1-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 12:42:00,19321.529166666667,,,,,,False
AE-EXP1-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 12:57:00,19321.539583333335,,,,,,False
AE-HL-E2-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 13:14:00,19321.55138888889,,,,,,False
AE-HL-E1-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 13:29:00,19321.561805555557,,,,,,False
AE-HL-E2-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 13:44:00,19321.57222222222,,,,,,False
AE-HL-E1-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 13:58:00,19321.581944444446,,,,,,False
AE-EXP11-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 14:13:00,19321.59236111111,,,,,,False
AE-HL-E3-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 14:28:00,19321.602777777778,,,,,,False
NUTSLAB04,25,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 14:43:00,19321.613194444446,,,,,,False
AE-EXP1-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 14:57:00,19321.622916666667,,,,,,False
AE-EXP11-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 15:15:00,19321.635416666668,,,,,,False
AE-HL-E3-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 15:30:00,19321.645833333332,,,,,,False
AE-EXP11-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 15:46:00,19321.656944444443,,,,,,False
AE-EXP11-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 16:01:00,19321.66736111111,,,,,,False
NUTSLAB05,25,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 16:16:00,19321.67777777778,,,,,,False
CRM-195-0332-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-25 16:47:00,19321.699305555554,33.485,2213.51,0.49,3.6,0.0,True
JUNK01,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 07:52:00,19326.327777777777,,,,,,False
JUNK02,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 08:07:00,19326.338194444445,,,,,,False
CRM-198-0551-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 08:24:00,19326.35,33.504,2200.67,0.67,3.8,0.0,True
NUTSLAB01,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 08:40:00,19326.36111111111,,,,,,False
AE-EXP11-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 08:56:00,19326.37222222222,,,,,,False
AE-EXP4-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 09:13:00,19326.384027777778,,,,,,False
AE-EXP4-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 09:29:00,19326.39513888889,,,,,,False
AE-EXP4-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 09:46:00,19326.406944444443,,,,,,False
AE-EXP4-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 10:01:00,19326.41736111111,,,,,,False
AE-EXP4-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 10:16:00,19326.42777777778,,,,,,False
AE-EXP4-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 10:32:00,19326.43888888889,,,,,,False
AE-EXP11-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 10:48:00,19326.45,,,,,,False
AE-EXP9-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 11:03:00,19326.460416666665,,,,,,False
AE-EXP9-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 11:18:00,19326.470833333333,,,,,,False
NUTSLAB02,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 11:33:00,19326.48125,,,,,,False
AE-EXP9-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 11:48:00,19326.491666666665,,,,,,False
AE-EXP9-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 12:04:00,19326.50277777778,,,,,,False
AE-EXP9-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 12:33:00,19326.522916666665,,,,,,False
AE-EXP7-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 12:51:00,19326.535416666666,,,,,,False
AE-EXP7-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 13:06:00,19326.545833333334,,,,,,False
AE-EXP7-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 13:22:00,19326.556944444445,,,,,,False
AE-EXP7-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 13:37:00,19326.567361111112,,,,,,False
AE-EXP9-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 13:58:00,19326.581944444446,,,,,,False
AE-EXP7-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 14:13:00,19326.59236111111,,,,,,False
AE-EXP6-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 14:28:00,19326.602777777778,,,,,,False
NUTSLAB03,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 14:43:00,19326.613194444446,,,,,,False
AE-EXP6-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 14:57:00,19326.622916666667,,,,,,False
AE-EXP7-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 15:13:00,19326.634027777778,,,,,,False
AE-HL-E4-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 15:28:00,19326.644444444446,,,,,,False
AE-HL-E4-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 15:43:00,19326.65486111111,,,,,,False
AE-EXP6-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 15:58:00,19326.665277777778,,,,,,False
AE-EXP6-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 16:19:00,19326.67986111111,,,,,,False
AE-EXP6-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 16:35:00,19326.690972222223,,,,,,False
AE-EXP6-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 16:51:00,19326.702083333334,,,,,,False
AE-HL-E1-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 17:06:00,19326.7125,,,,,,False
AE-HL-E1-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 17:20:00,19326.722222222223,,,,,,False
NUTSLAB04,30,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 17:35:00,19326.73263888889,,,,,,False
CRM-198-0119-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-30 17:50:00,19326.743055555555,33.504,2200.67,0.67,3.8,0.0,True
NUTSLAB01,1,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 08:22:00,19327.348611111112,,,,,,False
NUTSLAB02,1,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 08:37:00,19327.359027777777,,,,,,False
CRM-198-0060-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 08:53:00,19327.370138888888,33.504,2200.67,0.67,3.8,0.0,True
NUTSLAB03,1,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 09:08:00,19327.380555555555,,,,,,False
AE-HL-E1-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 09:23:00,19327.390972222223,,,,,,False
AE-EXP5-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 09:39:00,19327.402083333334,,,,,,False
AE-EXP5-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 09:54:00,19327.4125,,,,,,False
AE-EXP5-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:10:00,19327.42361111111,,,,,,False
AE-EXP12-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:26:00,19327.43472222222,,,,,,False
AE-EXP8-I,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:41:00,19327.44513888889,,,,,,False
AE-EXP12-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 10:56:00,19327.455555555556,,,,,,False
AE-EXP12-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:11:00,19327.46597222222,,,,,,False
AE-EXP12-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:26:00,19327.47638888889,,,,,,False
AE-EXP12-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:42:00,19327.4875,,,,,,False
NUTSLAB04,1,12,11,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 11:57:00,19327.497916666667,,,,,,False
AE-EXP12-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:12:00,19327.508333333335,,,,,,False
AE-EXP9-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:27:00,19327.51875,,,,,,False
AE-EXP9-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:42:00,19327.529166666667,,,,,,False
AE-EXP7-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 12:57:00,19327.539583333335,,,,,,False
AE-EXP7-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:12:00,19327.55,,,,,,False
AE-EXP9-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:27:00,19327.560416666667,,,,,,False
AE-EXP7-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:42:00,19327.570833333335,,,,,,False
AE-EXP12-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 13:57:00,19327.58125,,,,,,False
AE-EXP12-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:13:00,19327.59236111111,,,,,,False
AE-EXP5-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:30:00,19327.604166666668,,,,,,False
NUTSLAB05,1,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 14:50:00,19327.618055555555,,,,,,False
AE-EXP5-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:05:00,19327.628472222223,,,,,,False
AE-EXP5-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:20:00,19327.63888888889,,,,,,False
AE-EXP10-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:35:00,19327.649305555555,,,,,,False
AE-EXP10-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 15:51:00,19327.660416666666,,,,,,False
AE-EXP10-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:06:00,19327.670833333334,,,,,,False
AE-EXP8-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:21:00,19327.68125,,,,,,False
NUTSLAB06,1,12,11,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:36:00,19327.691666666666,,,,,,False
CRM-198-0616-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-01 16:51:00,19327.702083333334,33.504,2200.67,0.67,3.8,0.0,True
NUTSLAB01,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:23:00,19328.349305555555,,,,,,False
NUTSLAB02,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:39:00,19328.360416666666,,,,,,False
NUTSLAB03,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 08:59:00,19328.374305555557,,,,,,False
CRM-195-0327-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:16:00,19328.38611111111,33.485,2213.51,0.49,3.6,0.0,True
NUTSLAB04,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:31:00,19328.39652777778,,,,,,False
AE-EXP12-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 09:46:00,19328.406944444443,,,,,,False
AE-EXP8-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 10:05:00,19328.42013888889,,,,,,False
AE-EXP8-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 10:23:00,19328.432638888888,,,,,,False
AE-EXP8-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 10:39:00,19328.44375,,,,,,False
AE-EXP10-C2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 10:55:00,19328.45486111111,,,,,,False
AE-EXP10-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:10:00,19328.465277777777,,,,,,False
AE-EXP8-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:25:00,19328.475694444445,,,,,,False
AE-EXP8-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:40:00,19328.48611111111,,,,,,False
AE-EXP11-I2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 11:56:00,19328.49722222222,,,,,,False
AE-EXP10-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:11:00,19328.50763888889,,,,,,False
AE-EXP11-I1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:26:00,19328.518055555556,,,,,,False
NUTSLAB05,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:42:00,19328.529166666667,,,,,,False
AE-EXP11-I3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 12:57:00,19328.539583333335,,,,,,False
AE-EXP10-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:13:00,19328.550694444446,,,,,,False
AE-EXP10-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:29:00,19328.561805555557,,,,,,False
AE-EXP10-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:44:00,19328.57222222222,,,,,,False
AE-EXP3-C3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 13:59:00,19328.58263888889,,,,,,False
AE-EXP3-NaOH2,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:14:00,19328.593055555557,,,,,,False
AE-EXP3-NaOH1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:30:00,19328.604166666668,,,,,,False
AE-EXP3-C1,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 14:46:00,19328.61527777778,,,,,,False
AE-EXP3-NaOH3,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:01:00,19328.625694444443,,,,,,False
SO289-09032022-21-20,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:17:00,19328.636805555554,,,,,,False
NUTSLAB06,2,12,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 15:47:00,19328.65763888889,,,,,,False
CRM-195-0406-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-12-02 16:02:00,19328.668055555554,33.485,2213.51,0.49,3.6,0.0,True
